56764   11    3    4   16   35    5   18    0    4   44    2    3    3    2   15    0   10    0    9    4   12   13   39    0    0    4   11    3   21   11    1    4    1    8    0    9   11    1   11    0    0    3   13    2   10   14    2    3    0
56767   15    2   10   22   26    9    2    0    6   54    3   10    2    0    2    1    9    0   15   14   18   26   41    1    1    4   14    2   25   14    1    0    2   13    0    8   15    3   10    1    0    5   38    3   35   13    0    8    0
56766   10    4    4   18   29    5    2    0    5   57    4    8    0    0    4    1    8    0    9   16   10   27   48    1    0    3   13    1   16   10    1    0    2   10    0   15   10    4   12    1    0    2   19    5   24    8    0   10    0
56774   24    0    1   12   46    7    5    0    9   49    2    5    2    0    1    2    6    0   25   14   15   21   47    1    1    7   14    4   41    8    1    0    4   22    0   29    5   13   17    5    0    6   30    8   16   16    0   17    0
56768   16    4    8   19   35    7    1    0    2   65    3    6    1    1    2    1   11    1   13   15   12   16   26    7    1    3   19    1   33    8    1    0    4   25    0    7   22    1    7    0    0    7   21   15   24   23    0    7    0
56777   18    1    9   14   49    7    3    0    4   58    5    3    4    2    0    1   15    0   28   15   13   15   41    0   11    5   27    1   44    2    1    0    3   26    0   10   13    5    9    0    0    5   23    2   15   30    0   17    0
56862   36    3    3   26   56   11   18    0    8   83    9    7    1    0    1    2   20    0   19   18   25   16   48    7    6   16   18    2   35   13    6    0   10   53    5    4    9   10    6    1    1    3   27    6   26   35    0    9    3
56856   34    1    7    5   68   21   23    0    8   69   19    8    2    0    5    1   31    0   46    4   29   18   82   12    4   17   15    0   39   18    4    6    3   44    1   15   21    2   12    0    1    4   34   10   23   17    0   15    3
56867   59    4    9   31  146   19    9    1    9   94   21    6    0    0   14    0   17    1   20   12   49    9   84   17    5   11    9    1   36    9    8    3    8   68    0    6   21   10    1    5    3   17   29    1   31   17    0   17    0
56952   53    1    7   19  146   32    8    0    5  107   23   10    1    3   12    3   52    1   22   14   44   14   89   24    7   14    4    5   32   23   12    8    4   55    0    4   25    9    4    8    1   16   14    7   33   11    0    4    0
56962   87    0    6   56  108   23   10    0    9  181   55    1    0    2    6   10   34    0   16   25   34   33   93    4   11   14    5    3   15    8   11   17    6   89    6    6   28   11   12   11    0   56    3    0   33   13    0   11    0
56961   51    0    6   56   85   21   19    0    9  175   41    1    0   10    6    1   43    1   18   32   63   30   99    8    4   22    6    1   14   13   26   23   23  104    1   31   30   15    6    0    2   32    2    3   36    3    0    8    0
56964   28    0   15   31   89   18   19    1   13  194   27    1    1    3   12    4   27    3   16   33   56   11   73    3    3   12    6    0   11    8   34   34    5  117    0   12   43   19    3   13    5   40    2    3   42    4    0   20    0
56977  126    0   22   53  128   14   74    0   18  255   42    6    0    3   33   18   33    8   14   40   57   21   80   30   14   46   19    0    2    8   75   27   33  150   17   37   87   35   14   12   16   85   11    6  109    5    1   17    8
56948   86    0   23    7  152   80   17    0   14  188   56   17    4    0   14    4   76    3   55   33  107   11   70   16    9   40    8    0   57   19   51   19    5   83    2   35   34    4   16    1    6   23    0    0   59    7    0   20    0
56954   58    1   23   20  112   41   12    0   11  127   43    6    0    1   18   18   48    0   25   25   50    5   65   10    2   26    7    3   33    4   50   21    8   81    0   29   28   11    3    1    3   58    0    0   60    3    0   24    0
56949   34    0   19   22   76   36   18    0    6  143   43   14    2    5    5   10   29    0   29   36   20   12   42    2    1   18   16    0   27    3   42   28    2   69    0   36   24    5    9    0   15   24    0    0   63    4    0   12    0
56959   22    5   11   23   78    8   31    5   12  184   20   15    1    8   16    7   31    3   19   28   12   22   41   10    1   30    3    2    6    3   31   55    2   82    4   44   22   25    7    2    7   23    0    0   78    1    0    6   15
56958   28    0   12   20   74   19   34    1   11  231   36    7    0    1   27    4   46   20   27   27   15    5   39    2    0   36    0    0    4    4   34   35    5  126    0   37   40   10    1    3   19   34    0    0   72    0    0    3    8
56969   50    1    9   45   68    3   43    1    1  122   27   60    0    2   45   10   61    2    2   39    8    8   49   12    0   43    1    0    0   23   40   50   13  131    2   83    2   30   30   28    1   14    3    0   45    1    0    4   25
56846   52    9   19    2   93   45   22    0    5   57   10   11    4    0    6    0   28    1   81    3   33   17   99    5    7   19   21    1   38   38   10    1    0   11    0   11   50    0    4    0    3   24   70    1   31   20    2   15    0
56854   44    4   22    4   68   30   18    0    5   48   10   14    2    0    1    0   17    3   46    1   17   18   53    1    2   11   24    1   27   29    5    1    3   17    0    9   36    0    7    0    0    6   29    0   29   13    0    8    6
56951   30    2   12    4  122   32    8    0    9   54   17    7    2    0    4    0   19    0   38    3   29    3   51    0    2   10    5    4   41    4   10    2    2   24    0    4   21    1    4    0    0   10   24    9   23   15    0   13    0
56849   43    2   18    4  124   36    9    0    0   67   20   18    4    0    0    0   11    4   86    1   21    9   68    2    3   41   10    0   24   18    7    3    2   21    0    4   57    0    3    0    0    7   24    5   33   11    0   16    0
56839   42   10   20    8  157   39   12    0    3   57   21   10    7    1    1    2   14    8  108    1   13   17   91    1    5   36   19    2   19   22    6    5    0   21    0    4   55    0    4    1    1   15   41    7   49    9    0   17    0
56946   41    3   23    8  164   38    7    0    3   62   22   15    4    1    3    2   16    0   57    4   27    2   63    4    7   15   13    4   21    6   17    4    1   24    0    2   26    0    4    0    0    8   35   22   31   15    0   11    1
56944   55   10   21   21  204   53   12    5    8   87   37   36    7    0    1    2   19    0   66   19   63    6   82   20    2   39   10    0   33   25   31   10    5   29    3   12   15    2   19    3    3   12   10   11   51   31    0   22    0
56950   43    1    8    5  158   29    8    0    3   71   15   13    2    1    7    0   18    0   31    1   35    3   58    2    2   22    8    0   24   13   23    4    7   32    3    5   15    3    6    5    0    9   19    7   32   12    0    9    0
56739   26    1    7   14  137   43    4    0    0   32   34    6    7    0    1    0   20    2   99    0   15   12   89   11   12   13   17    3   33   17   23    7    0    4    0   14   32    0   15    0    0   15   41    3   37    5    3    1    0
56748   19    1   10    5  104   26    4    0    0   46   10    2    3    2    0    0   20    1   75    1    8    9   61   10    3   11    8    3   25   51   11   10    0    4    0    9   36    1    5    0    0    6   23    4   23    9    1    1    0
56842   28    9   21    4   86   16    7    0    2   53   13    7    8    0    1    0   25    0   83    3   11   12   66    6    8   15   11    1   17   29    8    6    2    8    0   11   28    0    3    0    0   12   41    2   25    8    1    1    0
56843   29    7   21    2   88   33    6    0    3   55    7    2    6    2    1    0   30    0   89    5   13   12   74    5   13   12   34    1   31   31    6    4    0    5    0   18   29    1    1    0    0    8   40    1   36   36    0    1    0
56841   44   11   15    4  146   38    8    0    0   55   24    5   22    1    1    0   25    1  127    1   13   18   94    2   12   14   27    2   29   44   12    3    1   12    0   15   52    0   12    0    0   25   81    2   40   19    4    9    1
56836   33    2    4   11  118   30    2    0    0   13   14    1    7    0    0    0   15    0  100    0   12   10   93    5   11   10   18    1   11    9    8    8    0    3    0    1   34    0    7    0    0   11   42    3   30    9    1    0    2
56840   30    2    6    8  137   33    1    0    0   30   14    3    9    0    1    0   24    1   98    0   11   11   80    4   13    5   20    4   32   21   14   10    0   14    0    9   32    0    9    0    0   11   33    2   33    8    3    0    0
56844   30    7    9    2   91   25    5    0    0   36   11    1    6    1    0    0   13    0  132    0    5    7   60    0    9   10   21    1   10   17    6   11    0    6    0    2   38    0    4    0    0   16   29    5   24    5    1    7    0
56835   29   11    7    1   98   23    6    0    2   29   15    2   15    0    0    0   14    0  133    0    5    4   76    0   24    7    8    1   15   17   12    3    0   13    0   10   29    0   13    0    0   18   16    7   26    5    0    3    0
56838   26    7   10    3  109   34    3    1    1   33   11    0    2    3    1    3    5    1  156    1    2    2   49    0    1    4   12    1    8   19    6    4    0    6    0    0   47    0   10    0    0   12   16    1   18    5    0    4    0
