56643    2    6    0   12    1    1   17   12   12   14    9    5    7   12    3    1   18    4    0    2   15    0   22   25    2    9    4    9    1    3   58   17   32    9   13    1    3   42    5   21    0   21   23   22    7    0    3   58    2    0
56645    4   18    0   15    0    1   14   17   14   19    4    5   12   13    6    0    6    3    3    1   15    0   15   23    4    3    5    3    0    5   24   16   32   15    7    3    1   29    2   25    7   33   30   24   13    0    0   78    0    1
56646    0    9    0    3    0    0    4    1    3    5    5    0    7    3    6    0    5    1    2    0    3    0    4    8    0    0    3    0    0    2   15    9   14    3    2    0    1   15    0    9    0   19   23   10    3    0    1   35    0    0
56654    0    8    2    1    0    0    2    1    2    1    0    0    2    0    7    0    4    2    1    0    2    0    8    4    0    0    3    0    0    1   14    4   11    0    1    0    0    6    0   13    0   12   14    3    1    0    1   19    0    0
56649    0    9    0    1    4    0    7   11   14    9    3    1    5    3   15    4   10    3    0    0    8    0   10    7    1    1    2    1    1    0   25    2   17    7    6    0    3   17    1   12    0   14   17    5    7    0    1   40    1    2
56742    2   12    0    9    1    2   14   12   15   23    9    5   11   16   11    2    8    2    0    0    7    0    9   14    1    5    5    5    1    2   37    3   26    6   17    0    3   31    3   11    0   16   24    8    6    0    1   52    0    3
56746    2    6    1    1   10    1   23   17    5   23    3    3   14   21   15   11    6    5    0    2   12    1   36   25    1    3    9    1    4    0   67    1   38    4   18    3    6   28    1   11    0   39   14   11    3    0    8   50    5    4
56745    2    7    0    0    8    0   20   19    6   17    7    2   11   20   12    7    6    3    0    4   14    1   28   16    0    2   10    0    4    1   64    3   22    6   20    1    6   30    3   15    0   29   15    8    3    0    3   65    3    5
56751    8   17    1    1   13    0   26   24   18   28    9    7   19   34   14    6   22   20    0    7   21    0   43   55    2    3   12    1    2    4   88    6   58   17   28    5    9   84    4   32    0   45   30   20   15    0    4   98    5   12
56752    0    4    0    0    6    0    5    2    1    4    6    0    1    3   12    1    0    1    2    1    0    0   11    0    0    0    1    0    0    1   18    1    9    0    2    0    0    4    2    9    0   10    5    1    1    0    4   21    0    2
56756    1   14    7    0    9    0   13   22    2   23    1    1   13    9   17   11    5    8    1    8   10    3   27    9    1    2   10    6    7    1   47    4   32    1   24    0    4   30   13   19    0   21   12   13   15    0    2   38    4    1
56755    2   11    1    1   10    0   13   23    5   15    1    1   11    6   18   18    9   12    0    2    7    0   26   14    1    1    9    4    8    0   44    6   43    1   24    1    5   41   13   13    0   20   11   12   18    0    7   31    8    2
56757    6    9    2    6    7    3   20   30    5   25    4    2   17   11   15   21   13   12    0    4   14    0   44   21    3    3   14    3   10    0   69    8   54    1   40    3   10   51   18   12    0   35   15   23   20    0    7   48   13    3
56851    7   14    9    2   16    4   20   23    3   16    4    1    8   11   21   24    5   15    1    9   17    2   32   12    0    3   34    1    3    1   55   14   36    0   28    2   11   37   27   24    0   33   13   23   16    0    9   32    8    3
56669    1   14    1    0    9    0    1    2    2    3    5    0    1    0   15    9    1    3    0    6    3    0   11    1    0    0    6    1    0    2   14   28    9    0    2    0    1    8   10   34    0   12    4    1    2    0   13    9    0    0
56761    1   17    1    0    3    0    3   15    3   11    2    0    6    3   16   13    1    4    0    1    5    4   25    4    0    0   12    7    0    8   32   10   23    0   15    0    5   20   10   21    0   20    7    7    8    0    1   25    8    0
56763    0   12    0    0    9    0    8    6    0    5    1    0    1    0   12   10    0    1    0    2    1    2   17    0    0    0   17    1    2    3   14   13   20    0    8    0    3    3   13   14    0   15    9    4    3    0    2    8    3    0
56764    1   17    1    0    5    0    7   21    2   16    4    0    8    2   20   12    5   15    0    5    5    2   28    3    0    0   16    1    2    5   35   12   37    0   15    0   10   22   16   26    0   21    9   10   11    0    2   23    6    1
56767    0   21   10    1   10    1    7   16    5   11    4    2    2    4   24   27    5   11    3    9    9    3   30    4    0    0   24    3    0    3   33   14   20    0   22    0    1   17   24   33    0   23   20   12   15    0    2   14    5    2
56766    1   20    7    0   12    1    4   10    3   11    1    3    2    2   24   27    2   12    3    4    5    2   23    2    0    1   18    3    2    7   29   19   21    0   17    1    7   22   27   31    0   17   14    7   13    0    4    8    4    0
56774    1   15    5    2   19    5    6   30    3   12    6    3    3    1   23   40    1   25    1    7    7    6   43    1    0    0   23    6    3    4   31   35   22    0   23    2   13   20   77   32    0   14   13   20   26    0   15   31    4    3
56768    1   15    8    1   11    1    5   22    5    9    3    1    4    1   22   61    3   26    3    6    5    6   36    4    0    0   22    3    0    4   28   13   17    0   14    0   10   13   41   42    0    9    5   21   20    0    5   21    4    0
56777    2   14    7    1   20    9    8   22    7    7    7    6    4    1   21   36    3   39    2    6    7   10   39    2    1    1   24    5   10    4   34   20   15    0   25    0   11    7   61   35    0    9   11   21   15    0    4   37    3    0
56862    5   20   15    2   14   24    8   21    9   12   13    4   11    0   32   53    5   39    5    7   21   16   34    2    0    1   16    4    8    0   32   36   25    1   22    1   14   16   56   40    0   15   28   35   15    0   12   29   13    8
56856   19   17   14    2   19   19   29   17    7   11   13    5   15    0   32   44    4   48    2    6   12    9   32    5    0    2   12    7    2    1   30   57   31    0   15    4   10   13   23   50    0   40   31   18   10    0   18   20   18    2
56867   22   29    5    0   30    9   19   41   14   22    2    4    6    0   54   45    8   43    1    0   27    5   20    3    0    0   32    0    4    0   23   40   24    0   11    0    6   10  138   47    1    9   34   24    4    1    9   24   31    4
56952    7    5    1    0   25    4   23   55    7   18    2   10    3    0   45   55    1   39    0    1    7    3   12    8    2    1   18    2    0    0    9   46   16    0    8    0    5    3   44   58    1   17   44   27   21    0    3   22    2    6
56962   12   15    1    2   25    3   49   80    7   12    3   16    8    0   37   38   11   74    0    5   29   15   25    2    1    0   24    4    8    0    9   61   11    0    8    0    3    7   46   45    3   39   64   19   20    0    8   24    2   24
56961    4   14    1    2   29    9   35   70   11   10    5    7    0    1   35   31    6   45    0    0    9    9   18    0    1    1   42    2    3    0   16   50   10    1    6    0    5   23   27   53    3   41   40   22    8    1    2   18    8    9
56964    2   25    1    3   24   10   63   88    5    6    4   11    2    1   33   42   12   35    0    0    2   11   25    3    9    0   30    4    3    0    1   29    2    2   10    0    4   15   33   80    1   35   65   20    8    0    2   13   11    8
56977    6   44    2    1   15   13   61  141    7   21    8   39    1    0   54   64   32   48    6    5   25    9   41    2    7    1   75    5   35    1   16   34    1  106   17    0    7   19   26   66   25   55  142   40   13    0   19   27   13   19
56948    4   10    3    0   45   20  123   50   25   14   17   28    3    0   44   30    0   43    0    0    8   14    0    1    0    2   33    2    0    0    3   36    7    1    3    0    5   10   49   32    0   33   36   18    3    0    4   25    5    4
56954    4    6    6    0   46   10   48   82   12    9    5   20    2    0   27   53    3   38    0    0    9   16    1    2    0    1   47    1    1    0    2    7    3    2    5    1    4    2   25   80    3   43   46   19    2    0    5   12   13    6
56949    4   12    1    0   38    7   15   55    9    5    2   24    0    0   35   29    8   24    0    0    5    8    1    0    0    2    7    1    0    2    1   10    1    1    7    0    6    0   15   51    0   35   49   21    0    0    1   11   12    2
56959    6    6    2    5   10   10   29   88    6    8   11   22    3    2   62   31   10   52   19    0   17   15   17    1    0    2   16    0   17    0    0    7    3   17    1    0    0    0   36   12   13   27   73   10    0    0    4   29    5   11
56958    2    4    0    0    6    9    9   85    9    4    3   17    0    0   57   22   11   73    8    0    6   21   13    0    0    1   14    0    3    1    2    8    1    1    1    0    3    0   30    9   26   33   58   11    0    0    3   35    5   15
56969    2   11    0    2   16   64   29   48   12   17    9   13    0    0  108    7   18   76   26    1   50   13   33    2   31    1   34    4   10   13    3   14    2    4    4    0    1    0   46   12    6   39   64   29    2    0    9   21   10   25
56846   14   32   24    7   11    8   43   66   30   34   18    7   20   10   32   38   29   31    2   12   43    6   55   22    2   11   53    5   12    0  110   38   63    0   52    3   32   52   52   16    0   60   21   37   23    0   12   57   10    3
56854   10   14   14    1   14    9   25   29   20   14    7    7   17    3   30   31    9   24    1    7   18    2   39    6    1    3   20    7    4    1   40   28   32    0   24    3   15   19   22   21    1   40   10   21    7    0   16   35   17    1
56951   12   15    5    0   26    4   37   21    9   19   11   17    5    0   42   49    6   25    0    1    9    9    6    4    0    2   13    1    0    0   28   18   35    0    7    0   12    8   27   23    4   16   16   16    1    0    7   22   11    2
56849   37   16    9    1   12   16   55   33   27   35   10   19    7    0   34   46    7   13    0    5   20    1   32   19    0    3   40    0    2    0   48   26   69    0   12    0   20   21   18   17    0   51   14   39   12    0    8   53   10    3
56839   24   22   17    8   11   20   51   34    7    8    9   14    7    4   20   42    6    4    0    2   29    0   17   18    1    2   33    2    2    0   37   22   43    0    8    0   15   18   22    6    0   45   11   11    3    0    2   36    3    1
56946   19   10    3    0   23    7   68   33    5   10   13   21    8    0   38   39    3   19    0    1    7    3    2   10    0    2    8    1    0    0   12   32   20    0    5    3   12   11   36   14    0   26   29   17    0    0    1   18    2    4
56944   12   22    5    2   34   23   78   37   13   13   17   35    4    0   40   54    1   41    0    0   18    4    2    9    0    2   26    2    1    0    7   42   13    0    2    0   12   10   42   17    0   24   30   25    0    0    4   32   13   13
56950    7    8    5    0   18   19   53   33    8   10    3   20    4    0   44   41    1   49    0    0   10    7    4   10    0    2   26    1    0    0    4   48   13    0    5    1    9    4   49   31    3   23   21   24    0    0    2   20    0    7
56739   15   18    0   19    3   12   61   21   10   29   20    4   12   18    8   26   36    2    2   11   18    0   49   34    4   11   19    4    3    1   88   21   48    0   28    2   12   37    6    8    1   52   15   25    6    0    3   77    0   12
56748    5    7    0   21    7    1   34   26   11   29    5    0   24   18   16   16   18    5    0    4   15    0   40   37    3    6   11    8    7    0   79    5   53    0   20    1   10   60    4    6    0   24   21   20    6    0   18   55    8    3
56842   12   26   11    3    6    4   32   42    8   22    8    2    9    4   16   13   29    6    3    8   30    3   28   15    1    7   22    4    5    0   79   30   50    0   41    2    9   40   10   15    0   36   13   27   17    0    7   73    4    4
56843   10   23    8    6   12    7   34   40    4   17    2    3   14   10   19   26   17    5    2    7   29    2   33   22    1    7   29    1    9    0   83   21   47    0   33    2   14   36   16    7    0   39   14   20   10    0    5   69   10    6
56841   15   23    1    2    7   13   58   33   14   14   14    3    6    3   16   27   24    6    2    7   33    1   51   27    2    9   20    3    9    0   96   36   54    0   34    0   17   36   10   15    1   34   18   17   11    0    2  100    9    5
56836   14   16    0    0    4    8   51   11    7   24   15    1    9    1    8   18   29    1    2    3   10    0   22   39    0    9   27    5    0    0   70   21   49    0   13    0   11   22    4    6    0   39   14   17    5    0    0   69    1    8
56840   15   23    0    5    4    6   55   19   10   21   16    2   20    6    4   22   27    1    3    3   11    0   27   48    2   13   17    6    0    0   68   30   38    0   11    6   10   27    7    9    0   45   15   26    4    0    2   67    4    6
56844   26   17    0    1    3    6   43   30   12   11   14    3    9    2   12   21   23    2    1    6   13    1   38   14    1    7   18    8    2    0   56   20   39    0   20    0   12   17   11    9    1   35   11    4    7    0    2   65    7    6
56835   21   16    0    1    3    8   39   13    6    5   16    1    6    1    6   13   19    0    1    6   10    0   45   12    1    6   14    5    0    0   60   16   49    0    8    0    9   19   15    6    0   23   12    9    4    0    1   63    6    2
56838   25   14    0    1    4    7   57   22    3    4   19    6    1    2    8   24    5    0    0    1    9    0   28    2    3    4   22    0    0    0   30   18   44    0   10    0    6   14    7    1    0   32    4    6    1    0    2   51    0    1
